,cate,product,cost,review_star,review,tag
31,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"After seeing the advertisement for a similar, higher-priced product, Amazon search results brought me to this Revlon dry and style all-in-one for a quarter of what the higher-priced product cost; this is a steal in comparison to the competitor.

The Delivery

The product showed up at my door in its original box and they slapped a mailing label on it. This gave me pause because since there was no protective packaging, I thought for sure the dryer would have been damaged in transit. Thankfully, the product was undamaged when I took it out of the box. On further inspection, it was not scratched or dinged up and it worked as soon as I plugged it in.

The Dryer

The product itself is quite large and larger than what I had expected. The oval shape of the brush head seemed concerning to me as I've only ever used a round brush with my NuMe Ionic Hair Dryer. The settings are cool, low, and high and are located on a dial at the bottom end of the dryer. To use the product was self-explanatory, all there is to do is plug it in, select the heat setting, and off you go to a great blow out.

The Experience

Before blowing out my hair, I use whatever hair product I have on hand at the time. Right now, I am using a coconut oil hair moisturizing serum which helps to temper flyaways, leaves the hair with a smoother finish, and moisturizes. For my hair length, a nickel-size amount is just enough for my just-past-the-shoulders hair length and then comb through. Then I section off my hair to make drying more manageable.

Starting with the back sections, I started with the low setting and brushed in a downward direction and letting the brush feature volumize on its own. The back sections are the most difficult for me because they are, for some strange reason, wavy, unruly, and difficult to keep straight. This brush dryer brought the back parts out and under for a nice bouncy finish. It was nearly a perfect 'C' formation that I couldn't believe. I then moved to the side sections and the crown and was surprised with the volume the brush gives. While I'm drying the side sections, I'm leaving hair rolled up in the brush and allowing it to remain there for a few seconds before I gently pull the brush through the length of my hair. Unbelievable. It was almost like having big Texas hair.

Finishing up with the rest of my hair, I noticed that the grip on the dryer is much more comfortable than my other hairdryer and round brush. The thickness of the pommel makes for a very comfortable grip, and I didn't realize what a difference size made. The other thing I noticed is at the upper end of the dryer, there is room to grab the end with your other hand and work the brush into a rolling motion (if you like to use two hands, which I do).

During the first use, I timed it as it normally takes me about 7 or 10 minutes to dry my hair. With the Revlon, it cut that time in half. My hair came out dry, volumized, shiny, sleek, and the finish was as though I had taken a straight iron to my hair before applying a curling iron. There was so much bounce to my hair that it felt like I just got a hair cut. When I pulled my hair into a pony at the end of the day, the pony was bouncy.

The Next Day

What I noticed when waking up the next day is that my hair was still bouncy and still sleek. With my normal hairdryer, I still had problems with frizz and my hair just did not keep through the rest of the day. Consequently, for second-day hair, I had to use a dry shampoo to give it a little life. With the Revlon, second-day hair felt just like it did the day before, which was nearly a shock. I called my girlfriend who had been looking at this product with me, and I told her that everything they said about it was true - and I didn't have to do my hair the second day because it kept through the night. Say what?!

The Predecessor

The old hairdryer and round brush went back into my mom's bottom drawer in her bathroom, for when she comes to visit. Although I have a sneaky suspicion that when she tries my Revlon, she's going to toss those in the can.

The Negative Reviews

Yes, I have read all the negative reviews about how this thing craps out after a few uses, or two months, whichever occurs first. I hope that it does not happen here, and if it does, I will update this review to let you know how long it took for it to die on me.

As for the other reviews about how the hair turns out following use . . . (1) don't leave the dryer in one place while you use, or it will burn your hair, doing anything with the application of heat has a tendency to burn if you leave it too long, that's just physics, (2) I did not have any hair loss while using this product, but I do comb out my wet hair first to work out any knots and tangles and comb through any product I am using before drying, and (3) if you do not have bounce or sleekness, um, go watch some YouTube videos and learn how to comb your hair.

Great product, unbelievable. Totally thought it was a gimmick, and pleasantly surprised at how well this works - and for the price - you can't go wrong!",positive
32,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"I am in shock. I have tried nearly every type of hair styling devices imaginable, even that old rotating hairbrush used in conjunction with a traditional dryer. I always resorted back to a round brush and hair dryer. I've honestly gotten so good with blowouts over the years that I rarely needed to add in a flat iron finish.

The past few years I stopped straightening and went back to my naturally curly (3a) style, only busting out the blow dryer once or twice a year. From wet to straight, shoulder length, would take me about an hour to blowout given its coarseness and density.

This Revlon dryer kept popping up, and I finally decided to try it, fully expecting to return it. I thought it might cut down my hair styling time by five or ten minutes, which isn't really worth the investment, in my opinion.

I was so, so wrong.

I wasn't ready for a wash, so I decided to just wet a single strand to see how it worked. It came out nice, straight and shiny--great. But, a single strand proves little. Out of curiosity, I decided to try it on a dry strand of hair. My hair was stretched smooth at the roots from air drying in a tight wrap but pretty curly/wavy at the ends.

Normally if I attempted to use a blow dryer and round brush on my naturally air dried hair, I would expect to get considerable frizz, denting, and strange lumpy/rigid bits. I can't even use a flat iron on my air-dried hair for the same reasons. It is really stubborn unless styled from wet.

I picked a nice fat chunk of dry hair, because I didn't come to play. I applied the Revlon dryer, and in seconds, the strand went from poofy to sleek. I felt a strange sort of veneration after this. I pulled out my phone to time myself. I still expected it would take me 20-30 minutes to get my entire head done, and that I might struggle with smoothing out the more unruly bits.

This is the honest to God truth. It took less than ten minutes.

I stood petting my sleek hair, mouth agape, for another ten minutes, just to run out the timer, you know? It looked like I did a one hour blowout from dripping wet hair. Truly astonishing.

I still need to try it on wet hair, but even just having the option to let my hair air dry and then run this quickly over it makes the product so worth having.

The only cons, so far, is that I got the original which lacks the medium setting. Also, I hate that they call the color ""mint."" Mint, to me, implies more of a greenish hue, but this one is blue. Nitpicky, but I have a mint hair dryer and bathroom, so I like to try and match the colors.

It is 100% worth a try. It may not work for every hair type, but for my coarse and porous hair it worked a treat.",positive
33,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,4,"I absolutely loved this product when I got it. I was growing my hair out to donate to Children with Hair Loss as my covid service project. It was getting really long. The Revlon One-step volumizer blower brush worked great on my long hair. It cut the time down getting ready and my hair was smoother and had more body. I loved the look. I cut my hair to make the donation the end of March and was pleased to see that it did as good a job on my short hair. I liked it so much I bought one for my daughter-in-law for her birthday. I regularly clean the hair out of it, just like I do my normal brushes. It was easy to use and maintain. Today, out of the blue, it started smoking. It was so hot on the handle that I had to put it down in the (dry/empty) tub. It was too hot to touch and I wondered if it was going to catch on fire.

I'm really disappointed for 2 reasons: 1) I loved this styling tool and I'll miss using it, but it isn't worth risking a fire. 2) This product was only 8 months old. I trusted the Revlon name for better quality. Now I'm out my money and wonder if my daughter-in-law will have the same safety issue. I haven't yet found my paperwork to see if Revlon will make good on this.

FOLLOW UP: I contacted Revlon and explained the situation. They forwarded my concern to Helen of Troy, the division that makes this product. I was contact immediately about it and asked to provide the receipt (which I had thanks to Amazon), the model number, the code on the plug, and my contact information. Within 10 minutes of emailing it to them, I received a confirmation that they would ship me a new product at no charge. That is impressive that they stood behind their product, especially since so many purchases try to get you to buy protection plans. I don't think we should have to pay extra just in case the product we buy fails. Neither did Revlon/Helen of Troy. I'm looking forward to the new hot air brush arriving as I really did like it. Thank you Revlon! Thank you Helen of Troy. I have upgraded the review to 4 stars because of your customer service---I took one star due to the problems with the product. I highly recommend this styling tool for both long and short hair.",positive
34,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,4,"Okay so there is Legit no reviews on this product, so I am here to make one.

First I would like to say I have medium/ fine texture hair ( so more fine around the hairline , and I have medium density hair. My natural hair is very coily corkscrew. For image purposes I am mixed race , my hair would be considered more Latino then afro integrated I’ll post a pic.

The short is Buy it if you don’t know how to chase with blowdryer and if you don’t know how to use a blowdryer lol, I didn’t know and I did great I was proud. It’s Lightweight and has a learning curve , decent cable length and worth the investment. DONT WORRY IT GET THE ROOTS. This was my whole point and it won’t disappoint . It is a round barrel drys great and has different settings.

So first off spec . Now this product is very light weight can’t see it tiring you out I blew out my whole head and my arm didn’t hurt that’s great. The barrel of brush is round not oval shape like the others and has like plastic flexi bristles and holes in between to allow air to pass through , the cable swivels which is easy for turning but it isn’t super long if you don’t have outlet in bathroom , so you may need an extension or need to work else where. A cool feature is the top cap comes off to help easier remove the hair at the end( the cap of the part you will hold while rotating ) The barrel honestly just looks like black metal to me not coated.

Next, using it is pretty cool and also easy to get used to a little learning curve and working in smaller sections to be more precise is good for beginners, I used it on damp hair that way you don’t burn your hair and DONT FORGET A HEAT PROTECTOR GLOVE . This you will need because high gets hot fast but I didn’t feel it on my hands with my glove. I used it mainly on low. To turn on the base has setting and you turn it to the one you want. A little hard to switch while using so you will have to stop each time .

Temp control- Cool isn’t really cool it is cooler air then low but not cold. It’s okay if maybe you want to cool down the dryer before putting it away. I used it after each section to seal style

Low is great temp and Is great to put against your scalp and it won’t burn. And does take a bit longer than high ofcourse to straighten the curls. EVEN ON LOW IT GETS THE ROOTS.

High is so hot and blows out hot air fast so work quickly you could maybe use it on your roots and then low for the rest .
Touching it after you have turned it off is not going to burn really just give it a few seconds to dissapate mad it won’t burn your counters on account of the bristles.

Now what I think , I have never use anything like this nor blown my hair before and this made it SO EASY made me believe in my self ! Now let’s be realistic , it’s a BARREL blow dryer it will not be able to straighten the ends it will curl up but the hair will not be wet and if you pass a flat iron over after you’ll get the straight look. YES it straightens good enough to flat iron after.

Since your using a brush , brush your hair good first apply the heat protector and then brush it through then pick up section wrap a bit over the blow dryer and your good. Start low ,if your hair is thick use high. I like the ease of use the weight and it took me about 1:30 minutes I think but it’s my first time it was the maneuvering you have to get used to.ALSO I would remove any hairs from the barrel if I saw any so you don’t get accidental burning hair.

Overall it didn’t disappoint me in the least let’s just say I’m hair styling impaired and I did great .",positive
35,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"So, if we’re talking about hair skills I am always at the bottom of the ladder. I have lots of fine, color treated hair, and blow drying never happens. The density of my hair at the crown mixed with the porous nature of the bleached bits just makes it difficult and Doesn’t make it worth it without using a brush to make it styled. I am not skilled enough for that, and with three kids I never feel like I have the time either.

This right here dries my hair faster since it’s doing it piece wise and it keeps the easier style longer. Even with heat and ponytails my hair stays straight but not poker strait like with a straightener. I am actually drying my hair because it’s worth it now, or at least feels that way.

This has really helped me, doesn’t feel like it’s damaging my hair, and makes me feel like I’ve done something for myself in a short amount of time.

I feel like the price is worth it, and it works nearly perfectly on my shoulder length hair.",positive
36,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"I have a chin-length bob and fine, almost straight hair. I purchased the original Revlon one-step dryer/brush in July 2019 because I'm not coordinated enough to use both a round brush and a hair dryer at the same time. The original dryer/brush is HUGE, both the handle and the brush. It definitely takes two hands to hold, but the motor held up and it is still usable for drying although a lot of the bristles have snapped off and there is a buildup of hair products. I purchased the new version Revlon 2.0 this week. It is smaller although not dramatically. The handle is thinner. The 2.0 brush size is definitely more appropriate for my chin-length hair. The 2.0 also has cool-medium-high instead of just cool-high. I can't feel the difference between medium and high; both are very hot. I've attached some pictures of the two side by side for size comparison.",positive
37,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"I am 50+ with baby fine hair which always seems frizzy after I dry it. It's been a constant frustration- my hair looks healthy when my hairdresser dries it with her expensive Dyson brush-dryer, but I hadn't been able to get the same results at home using a regular hair dryer and a round brush. I get tired of messing with it before it's actually dry, and it still ends up a bit frizzy. My adult daughter, blessed with lots of thick hair, recommended this hair dryer because she said it was so easy to use and her hair felt great afterwards. I was skeptical, but since it was inexpensive, I thought it was worth a try. And I love, love, love it! It dries my hair a lot faster than a regular hair dryer, and it's much easier than tying to use a hair dryer and hair brush together. And best of all, my hair looks happy, like I just left the salon. I would totally recommend this!",positive
38,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,4,"PROS: Creates glossy, silky. smooth hair styles best for long, thick hair. Removes unwanted waves and curls. Dries and styles very quickly.
CONS: Really too big for shoulder length or shorter, and layered styles. Straightens hair, removes body.

I have layered, slightly longer than shoulder length hair that is fine textured but thick. As hair classifications go, it is ""2A"" or as I used to call it, ""wavy-straight."" I color it and it tends to be dry, especially at the ends. I usually style it by blowing it dry with a 2"" round brush, which creates waves and lots of long lasting body.

This Revlon One Step dryer-brush has gotten lots of hype and I was curious to see how it would work for my hair.
I searched it out in retail beauty stores. I've held it in my hand and was concerned that the brush head, which is 4.25"", would be too large a surface for my layered, mid length hair. It's a big and fairly heavy device and felt clunky. I was also concerned about the heat burning my hair.

When Amazon Prime Day came, I fell for the super duper price and bought the One Step.

The brush head is a flattened oval with bristles. The hair is supported well by the bristles which keeps the hair close to the openings in the brush. There is no knotting or catching of the hair which is able to run smoothly through and around the bristles as it dries.

There are three heat settings: ""Hot,"" ""Warm,"" and ""Cool."" The controls are at the end of the brush handle, and while well marked, are nearly impossible to change while using the device. I'm used to a hand held pistol-shaped dryer that allows one to switch temperatures, air strength, or from hot to cool on the go...with one hand. I have yet to be able to do this with the One Step.

You divide your hair into manageable sections and run the brush repeatedly through the hair from roots to ends until it is dry and styled. If you place the shorter end of the oval close to the scalp, you will get some lift. If you place the wider sides of the oval close to the scalp, you will straighten and flatten your hair. If it is long enough, you can wrap your hair around the brush as it dries. If you place the short end of the oval at your ends and hold the brush for a few seconds, you'll get a small wave or flip.

I found that the One Step dried my thick hair very quickly, faster than with a round bristled brush. My hair was very smooth, glossy, and close to my head. I would have preferred more ""root-lift"" especially at the crown, but I have had professional blow outs that looked similar to what I got with the One Step. All in all, the results were surprisingly good...even for such a large brush head.

Instructions warn that if you have fine or dry hair to only use the ""Warm"" and not the ""Hot"" setting. This is very good advice and it should be followed. Only use the ""Hot"" setting if you have very thick, wavy, curly coarse hair.

NOTE:

If you check out the product page, you will notice that Revlon has a comparison picture of this ""One Step 4.25"" Head"" brush and a smaller headed brush device which it recommends for shorter or layered or wavier hair styles. This smaller device is called ""The Titanium Max, 2.4"" head.""

Before I purchased this ""One Step 4.25 head,"" I went in search of the 2.4"" version. A large box store that starts with a ""C"" and ends with an ""O"" has an exclusive on this item, and of course, it was completely sold out. This smaller headed item was not on the Revlon web site. I contacted Helen of Troy (who makes these items for Revlon) Customer Service. The CS rep seemed to know nothing about the ""Titanium Max"" but told me, incorrectly that the ""One Step"" on Amazon had a 2.4"" head. She also told me that a 1.5"" headed brush dryer might be released by around the end of December. So, Revlon knows a good thing when it sees one and is expanding the line, but has yet to update it's Customer Service department with any correct or meaningful information.

NOTE: I revisited the C****O web site and was able to purchase a single ""Revlon One Step Titanium Max 2.4"" Head"" dryer brush. It should arrive in about five days. I'll review it on the bottom of this review after I play around with it a bit.

NOTE 11/5/2020: C****O cancelled my order for the Titanium Max 2.4 Head. Sigh.

After a bit of research I discovered that the Hot Tools brand is also owned by Helen of Troy and has a One-Step brush drier in the smaller 2.4"" size virtually identical to the one described (but unavailable) from Revlon.

I settled on the Hot Tools Professional Black Gold One-Step 2.4"" which I purchased from Amazon for twice the price of the Revlon One Step. I selected the Black Gold because it had a ceramic coating that is supposedly best for fine, easily damaged hair. The head is also removable and can be exchanged with a 4.2"" head, should I wish to purchase one separately. I like having that option. I'm going to try out the new Hot Tools for several weeks and will review it then.",positive
39,Beauty & Personal Care,REVLON One-Step Volumizer Hair Dryer and Hot Air Brush,$31.18 - $79.99,5,"I was skeptical at first but wanted to try! So glad I did. This thing is amazing. I have just below the shoulder length hair that is naturally curly. And it’s thick! Drying my hair takes about 15 minutes with a regular hair dryer and brush. This dryer cut it to about 10 minutes and the results are beautiful! I almost do not even need to use my flat iron! Seriously! I’m shocked at how well this works! It takes a little getting used to, but after 2 tries, I’m good. I am right handed so drying the right side is tricky! Love this hair dryer and highly recommend!",positive
40,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,4,"I bought this eyeliner for my waterline and my inner corners. I didn’t realize this before I bought this but it goes on like a crayon, kind of. It’s thick and kind of pasty. I’ve only tried this once so far, and I tried it on my waterline. Pretty hard to put on but easier if you dry it with a Q-tip. It went on my waterline pretty clumpy— or not smoothly. The color really pops nicely. I pressed too hard when putting it on my inner corners and broke it off but there’s a good amount of eyeliner in there to last. Pretty waterproof. I’m pretty sure I messed up most of this because i don’t have much experience, but I’m sure if you know how to use eyeliner on your waterline, you’ll figure it out faster and it’ll work out much better than my experience. It’s a good product, especially for the price. I’d recommend it.",positive
41,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,"This Liner is so vibrant and highly pigmented! It gave my eyes just the pop that they needed! I combined too shades of blue/aqua and wore them them together - see photo. They brightened up my eyes and my face. When applying, I found that too much pressure could cause them to break, so I gently applied them using a back and forth method, until I got the shade that I wanted. I wore them for hours and they held up well. The photo was taken about 2 to 3 hrs after applying. They are small and easy to use. I recommend!",positive
42,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,4,"This is not my favorite line in the drugstore, but I couldn’t find my usual favorite in stock. A Lancôme artist took me to the drugstore when we need a blond eyebrow compact with brush. She said it was very close to Lancôme and NYX is budget friendly!

The eyeliner. Mascara and black eyeliner are daily staples for me. This liner is my back up as I prefer the liquid thin type, another brand.

Lots of humidity and heat in the area now. So, this liner may have been a 5 star item under better conditions. I like the simple, sleep design and the pigmentation is good. Self sharpening is key - my days with tearing at pencils with sharpening tools are over..

I will certainly give NYX a try again. I like the product line and the prices are reasonable. A+ shipping.",positive
43,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,"I have been looking for a smudge proof eyeliner that is cruelty free and vegan for a LONG time!!! I did some research and landed on this product. I am on a very limited and fixed income and the price of this eyeliner was in my budget. I ordered the black, purple and bronze and love them all. The bronze truly compliments my hazel eyes. I am so pleased with these eyeliners!",positive
44,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,"I love this eyeliner, especially in bronze! It’s smudgeable for a few seconds when it goes on, so I can do a little smoky liner look. The brown color makes it much softer, more subtle, and overall more wearable than black eyeliner. And the sparkliness makes it so that it still attracts a bit of light/highlights where it needs to (good for hooded eyes!). This is my second time buying, and I’m sure I’ll be back again.",positive
45,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,4,"This product is great for a blended, smoky eye look. However, if you’re looking for precision and clean lines, I would definitely look elsewhere. You cannot get this pencil to a point as it twists up, so I don’t recommend attempting sharp wings with it. It does blend into eye shadow beautifully however and it easy to wipe away the excess",positive
46,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,4,"This is not meant to be a fancy, waterproof, smudge proof liner. It is not meant to be expensive. It is exactly what it needs to be and with a perfect price to match. What is holding me back is my skill with it, but I couldn't be happier with a small, simple, quick liner pencil to keep in my purse.",positive
47,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,"I’m a 58 year old woman and I’ve tried about 50 brown eye liner pencils. I’ve spent up to $40, in hopes that I’d find one that’s right for me.
I use my eyeliner up, under my top lashes.
After chemo, 11 years ago, my lashes barely grew back. Yep, for anyone who doesn’t know, you lose ALL of your hair. Lashes, brows, nose hair, all of it. Anyway, my lashes are now super short, sparse and I haven’t any in the outer corners. I push this liner up into my lash line and under my lower lashes. I do this every day and even though I wash my face in the evening, I leave my eyeliner on. I don’t want to look at the bald spots.
This is the first eyeliner that has actually stayed. It even stays in the areas where I don’t have any eyelashes. In the morning, it will be smudged a bit, but that’s easily cleaned up with a Q-tip and a bit of water.
I would’ve never thought that this an expensive eyeliner would be my favorite of all time. I’m so glad that I found it.",positive
48,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,Finally! An eyeliner that doesn’t run! Goes on easy. I had wanted to use it for wings but it is too soft. But it’s soft enough that you can smudge it in with a little brush. Good buy!,positive
49,Beauty & Personal Care,NYX PROFESSIONAL MAKEUP Mechanical Eye Pencil,$2.79 - $15.99,5,"I use a variety of Nyx products, I discovered the brand I was in Switzerland and have continued to look for it in stores since. This eyeliner in particular is easy to put on with the mechanical pencil/auto sharpener. Its longevity, smudge resistance, water resistance etc. is average/good. I'd give it a 4.5 if I could! I can't say too much because I literally just use eye liner and eye shadow most days, occasionally blush and lipstick. I only sometime use a barrier spray which helps prolong the life of it on a day out. I love the colors, I have this pencil in a variety of colors, in the photo I'm wearing a combination of silver and turquoise. The silver looks very silver (and different from the white which I also have)",positive
50,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"This moisturizer sinks right into your skin and isn’t at all greasy. I like how it automatically makes my skin look better and more healthy and I can tell when I’ve skipped the lotion this morning on my hands.

I had previously bought a pump version of this lotion and my advice would be don’t. The pump isn’t effective after you’re about 3/4 through and I got annoyed by taking the top off to get lotion every day. That’s a lot of wasted lotion or wasted effort — take your pick.

But as I contemplated moving on from this brand I remembered how nice my hands looked right after I used the lotion so I bought the pumpless version.

Bonus is it doesn’t have much of a scent so my cats are less offended when I put it on my hands and feet. My one cat literally looks like I’ve slapped her when I put on anything she considers stinky but that I love the smell of. What I do for my cats.",positive
51,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"I highly recommend Cerave moisturizing cream for the face and body. This is an unscented, thicker moisturizer that definitely locks in moisture if you apply it on damp skin.

I found that applying any moisturizer (cream or lotion) to my body before I go to sleep makes me feel really hot and uncomfortable so I avoid doing that. Applying moisturizer to my face and neck is fine and does not cause any discomfort.

Even though this is a thick cream, I don’t feel that this is too heavy on my skin. I think this cream sinks into the skin pretty well. You can feel that it created a layer of moisture, so it’s not completely unnoticeable. If you are hesitant about whether this cream is too thick, try the Cerave lotion first. I don’t think this makes skin look glossy or shiny. This formula does not sting my eyes.

I don’t think this is the best make up primer. You can use it as a makeup primer before you apply foundation, but the foundation might not “grip” to your skin as well as compared to if you used a true make up primer like the Laura Mercier Foundation Primer which has silicone that makes the skin feel smoother and other ingredients that help the makeup grip to the primer. But you generally rub this cream into your skin to encourage it to sink into your skin compared to primer which you apply on top of your skin as the first layer of makeup application. I have not found a moisturizer that will adequately moisturize my skin, provide SPF 50+ protection, not sting my eyes, and help prevent my makeup from slipping off my face and creasing. I do know that the Cerave moisturizing cream is a reliable moisturizing cream. I slather it on after I wash my face at night before I go to bed.",positive
52,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"I have tried every product out there for my super sensitive and combo skin. There has never been a “keeper” that I insisted on returning to. Until now. I’m at that age where your skin hates you more than ever because of hormones. Mix that with ridiculous skin sensitivities and you get me. Lucky gal. I’ve used the most expensive to the top reviewed and everything in between. This is the only thing that comes close to being perfect and I’ve been recommending it left and right. It is literally scent free, as advertised, doesn’t cause oily skin, and saves you from those horrid dry and flakey spots that can be so stubborn. I use this head to toe daily and it’s the only lotion I never have to apply more than once a day. It has staying power! There’s a great amount of product for a super low price and a little of this lotion goes a long way!",positive
53,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"This lotion is now my face lotion go-to!
I am pregnant and I used a tinted moisturizer with SPF for about a week that did not moisturize my face well enough and was causing odd redness and little bumps on my cheeks. Very odd because I generally don't have sensitive skin. I stopped using it and started using this on my face instead. After a week the problem caused by the other lotion was healed AND my face hasn't felt dry since (when before no other lotion was quenching my thirsty skin)! I wish I could afford to use it on my entire body as well, since my skind has been so dry during pregnancy. This is just fantastic lotion though! Can't say enough!",positive
54,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"please do yourself and your anti-wrinkle regimen a favor and purchase this -- you NEED to moisturize if you're using AHAs BHAs Retinoids (Retinol products, Tretinoin, etc) and or any skin-discoloration FADING products. If you want scars to FADE FASTER -- after you use your products, and after you exfoliate, you have to allow your skin to lock in moisture and heal.

You need to allow your skin time to repair its barrier. This lotion helps your skin do that.

Also, if you like to use essential oils on your skin, this makes an ideal carrier!! Do not apply essential oils directly to your skin - use a base oil, or some lotion like this that is non-comedogenic and hypoallergenic and scentless!",positive
55,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"After my family and I got COVID , ( I think as we stayed home for three weeks self quarantine no testing ) but about a month after I got this psoriasis like rash on my hands , arms , stomach , and upper thighs and my face and scalp. I've had psoriasis on my head for years but only like once a year had to treat it with one wash. I tried body oil , dove sensitive skin bath bar. Cut out anything with perfume or dye's and nothing worked to help stop it. Then I came across this and the first time I used it was like magic. The Rashiness faded and went away, now I have like these light Tanish almost scars where the rash was but it's not noticable unless really pointed out. I'm still trying to get the scalp and face totally cleared up but it's hard to put this on your scalp. Anyway this is truly a skin saver and did not and has never burned or irritated my skin.",positive
56,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"I love this cream. I use it in the winter for my dry skin, which gets so itchy and irritated. Works for hands, feet, and body. It's thick and creamy but not too heavy. It absorbs easily and doesn't leave any residue or sticky feeling behind. It's not strongly scented either.

I've tried several different lotions, and this is my go-to intensive moisture option. I can put it on my feet liberally and then put on socks, and my skin will still be moisturized and soft by the end of the day or by morning, if I do it at night. It's an excellent hand cream too because it doesn't get slimy when you wash your hands. Definitely recommend.",positive
57,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"This is the 2nd one of these that I buy. The 1st one didn't have the dispensing pump and I'm so glad I found this one. It's not like you really need the dispensing pump, but it does make it easier to use. I rather not put my hand into the container; just a pump and I have all the cream that I need.
It is a great moisturizing cream. I keep it in the shower and apply as soon as I'm done showering. It's not a watery cream (I hate those). Not much of a scent, which I like. Just moisture without all the flowery scents.
If moisture is what you need and are tired of all those watery lotions, this is the one for you. Worth every cent.",positive
58,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"This is a really nice cream.
Applies nicely, absorbs well, moisturizes well, good hydration, gentle on skin [ non irritating ] ,non-
comedogenic, fragrance free and free of harsh additives .
Leaves skin soft ,hydrated and restores ceramides to relieve dryness. It is not greasy and smells nice.
Comes in a nice container with a really good pump.
Very good product and very good company.",positive
59,Beauty & Personal Care,CeraVe Moisturizing Cream,$14.99 - $52.49,5,"Especially useful for those who suffer (or suffered) with atopic dermatitis, eczema or just dry skin. (Many such people lack substances called ceramides in their skin) Light enough for day time. I always slather it on at night and after a shower. This large container is useful and cost effective when used for total body ""moisturizing"" . Note that the cream provides a better barrier to moisture loss from skin than does a lotion, no matter what the brand, though marketing people use these terms indiscriminately. Bottom line: the runnier the more water the product contains. That works short term for superficial dryness but a thicker product needed for longer term protection. (Most effective in preventing water loss from skin is vaseline but this isn't useful for daytime. Good at night if skin is well moisturized before slathering on the vaseline or similar agent.)",positive
60,Beauty & Personal Care,"KISS Lash Adhesive with Aloe, Waterproof, Formaldehyde and Latex Free, Odor Free, Cruelty Free",$3.97 - $19.25,4,It works,positive
61,Beauty & Personal Care,"KISS Lash Adhesive with Aloe, Waterproof, Formaldehyde and Latex Free, Odor Free, Cruelty Free",$3.97 - $19.25,5,Works well with the false eyelashes I purchased,positive
62,Beauty & Personal Care,"KISS Lash Adhesive with Aloe, Waterproof, Formaldehyde and Latex Free, Odor Free, Cruelty Free",$3.97 - $19.25,2,I tried this product for two months and based on other reviews I wanted to love it. But I couldn’t. The package is nice enough and user friendly but it is messy. It takes forever to dry and does not stick well at all. After struggling with getting my corners to stick in the morning I would look in the mirror 1/2 through my day to notice my lashes were lifting. Thank god I keep emergency glue on hand. It also stay white when it goes on my eye before finally drying clear. I have found other reasonably priced lash glues that work ten times better.,negative
63,Beauty & Personal Care,"KISS Lash Adhesive with Aloe, Waterproof, Formaldehyde and Latex Free, Odor Free, Cruelty Free",$3.97 - $19.25,5,Always a great product.,positive
64,Beauty & Personal Care,"KISS Lash Adhesive with Aloe, Waterproof, Formaldehyde and Latex Free, Odor Free, Cruelty Free",$3.97 - $19.25,3,It doesn’t dry clear or last more than 6 hours. It’s not the one I thought I ordered.,fair
