,cate,product,cost,review_star,review,tag
67,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$29.95,5,I bought it for my Neighbors sons birthday he loved it .,positive
68,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$29.95,5,Product is just as expected! Price was high though.,positive
69,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$29.95,5,Never saw what it was as a gift.,positive
70,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$29.95,5,My grandson loved the selection of cards in his pack.,positive
71,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$15.01,1,What was advertised was not what came in these packs of cards! My son was very disappointed,negative
72,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$15.01,5,I bought it for my Neighbors sons birthday he loved it .,positive
73,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$15.01,5,Product is just as expected! Price was high though.,positive
74,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$15.01,5,Never saw what it was as a gift.,positive
75,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$15.01,5,My grandson loved the selection of cards in his pack.,positive
76,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,$24.95,5,Bought this for my daughter and she really liked the uniqueness of the pin,positive
77,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,$24.95,5,Perfect! So beautiful and detailed,positive
78,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,$24.95,5,Love the pin,positive
79,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,[],5,Bought this for my daughter and she really liked the uniqueness of the pin,positive
80,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,[],5,Perfect! So beautiful and detailed,positive
81,Entertainment Collectibles,Disney Pin - Walt Disney World - 50th Anniversary - Cinderella Castle,[],5,Love the pin,positive
82,Entertainment Collectibles,Naruto Approaching Wind TCG Blister Booster Pack Box - 15 Packs - 10 Cards/Pack,$144.99,2,"For as expensive as these trading cards are, the packaging for the cards were terrible! Should come in a lot neater when you paying that much for anything!",negative
83,Entertainment Collectibles,Naruto Approaching Wind TCG Blister Booster Pack Box - 15 Packs - 10 Cards/Pack,$144.99,5,Just like the picture and I am just in love with how good they look,positive
84,Entertainment Collectibles,Naruto Approaching Wind TCG Blister Booster Pack Box - 15 Packs - 10 Cards/Pack,$40.00,2,"For as expensive as these trading cards are, the packaging for the cards were terrible! Should come in a lot neater when you paying that much for anything!",negative
85,Entertainment Collectibles,Naruto Approaching Wind TCG Blister Booster Pack Box - 15 Packs - 10 Cards/Pack,$40.00,5,Just like the picture and I am just in love with how good they look,positive
86,Entertainment Collectibles,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,$30.00,5,Replaced my old set that was in storage and received damage. Good quality pictures.,positive
87,Entertainment Collectibles,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,[],5,Replaced my old set that was in storage and received damage. Good quality pictures.,positive
88,Entertainment Collectibles,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,[],5,Replaced my old set that was in storage and received damage. Good quality pictures.,positive
89,Entertainment Collectibles,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,$17.95,5,Replaced my old set that was in storage and received damage. Good quality pictures.,positive
90,Entertainment Collectibles,WITCHBLADE MILLENNIUM 2000 DYNAMIC FORCES COMPLETE BASE CARD SET OF 72 MC,$7.99,5,Replaced my old set that was in storage and received damage. Good quality pictures.,positive
91,Entertainment Collectibles,Ronda Rousey short black dress at Entourage premiere 8 x 10 inches Photo,[],5,Great picture. Packed very well!!!,positive
